1997,0.117241379
1998,0.117241379
1999,0.133333333
2000,0.13588892
2001,0.140229885
2002,0.137931034
2003,0.142528736
2004,0.149425287
2005,0.151724138
2006,0.163218391
2007,0.167816092
2008,0.170114943
2009,0.167816092
2010,0.167816092
2011,0.168202765
2012,0.179723502
2013,0.178240741
2014,0.193103448
2015,0.193548387
2016,0.191685912
2017,0.193548387
2018,0.235023041
2019,0.234338747
